domain,users_count,projects_count,what_users_do,top_themes
176.120.21.57,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
95.79.56.175,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
ozon.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
8.8.8.8,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
z-m-static.xx.fbcdn.net,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
109.195.197.99,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
local.adspower.net,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
the-internet.herokuapp.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
sushi.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
djinn.ru,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
lovescout24.de,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
translate.yandex.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
bankofamerica.com,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
213.183.61.154,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
upgrade.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
brobank.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
82.202.129.63,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
31.129.106.217,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
45.12.236.61,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
first.pashae4z.beget.tech,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
31.207.76.62,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
31.128.46.154,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
193.168.48.21,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
46.173.24.14,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
93.189.231.139,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
api.tourbar.com,1,1,"HTTP/API запросы, Логика/ретраи, Парсинг/валидация",Регистрация/аккаунты
giftsaway.tg,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
virusgift.pro,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
api.proxyapi.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
sheets.googleapis.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
translate.googleapis.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
pdd.auto.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
crm.multi-net.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
web.rms.d2c.r-one.io,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
onyma-crm.ttk.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
potok.tattelecom.ru,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
webagent.tattelecom.ru,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
potok2.tattelecom.ru,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
auth2.bitrix24.net,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
37.221.80.220,1,1,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
yoomoney.ru,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
liveme.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
superlivetv.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
icp.administracionelectronica.gob.es,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
smsgateway24.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
cita.pw,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
www1.prospirited.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
z.truemagz.com,1,1,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
lbbonline.com,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
data.trca.ca,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
ckan.mobidatalab.eu,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
bit.ly,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
data.gov.ua,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
boxargentique.fr,1,1,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
