lite_or_pro,error_category,events_count,users_count
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> Value cannot be null,1,1
pro,Running the WebBrowserTabManagment action id: <id> action group id: <id> Tab popup is not found in instance. Instance <n>:<n>.0.0.1 | System,1,1
pro,Выполнение действия VariableOperations id: <id> группы действий id: <id> Значение для увеличения не может быть приведено к числовому | Syste,1,1
pro,Выполнение действия Db id: <id> группы действий id: <id> Incorrect date value: '' for column 'datePublic' at row 1 | MySql.Data.MySqlClient.,1,1
pro,Выполнение действия CSharp OwnCode: Workbench. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.T,1,1
pro,Выполнение действия WebBrowserTab id: <id> группы действий id: <id> Не нашли активную вкладку в инстансе. Инстанс 0: | System.Exception: Не ,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 0] Exit by red branch: table 'parse_promo' not f,1,1
pro,Выполнение действия WebBrowserExtensions id: <id> группы действий id: <id> Ошибка обращения к Instance.ActivateExtension | System.Exception:,1,1
pro,Выполнение действия CSharp OwnCode: Поиск на dzen.ru. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Thre,1,1
pro,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://tsugaike.nippon-ski.com/ja/customer/account/, Regex: 名義人\",1,1
pro,Выполнение действия CSharp OwnCode: Parser-get. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.,1,1
pro,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'ID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'ID',1,1
pro,执行动作C#自定义代码: Join Today.id: <id> 动作组 id: <id> Server Error (ExecuteJS): TypeError: Cannot read properties of null (reading 'click'),1,1
pro,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'CCID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'C,1,1
pro,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'info' in 'field list' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'inf,1,1
pro,执行动作C#自定义代码: 检查元素.id: <id> 动作组 id: <id> Server Error (ElementIsExists): element not exists | System.Exception: Server Error (ElementIsExists,1,1
pro,"执行动作C#自定义代码: 按名称激活Aarp.id: <id> 动作组 id: <id> Server Error (ActivatePageByName): Page by name: ""aarp"" is not found | System.Exception: Server",1,1
pro,执行动作C#自定义代码: 连接到浏览器.id: <id> 动作组 id: <id> 'ZennoLab.JXParser.JsonDynamic' does not contain a definition for 'data' | Microsoft.CSharp.Runtim,1,1
pro,"运行 HTTP 动作id<id> 动作组id<id> 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1L26Ao-life-1h"" | System.Exception: 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1",1,1
pro,Executing action ImageProcessing id: <id> Action Group id: <id> Error loading image,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: 73",1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: fgfgfg",1,1
pro,Подпроект gg. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Робочий,1,1
pro,Подпроект newAccs. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Ро,1,1
pro,Подпроект newAccs. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: G:\Інші комп’ютери\Мій ноутбук\Нова пап,1,1
pro,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Ошибка обращения к Instance.NewTab | System.Exception: Ошибка ,1,1
pro,Выполнение программы C:\Users\ilya.krabik\zenno_poster\chat_gpt_for_images\scripts\replace_images_key.bat действия id: <id> группы действий ,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> [Row: <n>; Column: 0] Phone not found in record | System.Exception: Phone not,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> [Row: 12; Column: 0] No file or email | System.Exception: No file or email,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> No such variable: CurrentEmail | ZennoLab.TemplateManipulator.V4.Helpers.Inva,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> No such variable: FoundRecord | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1
pro,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\user\Documents\Zenno\youtube_\profiles\z",1,1
pro,Выполнение действия Directory id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep,1,1
pro,Выполнение действия HtmlElement id: <id> группы действий id: <id> Перед Drop должен быть Drag | System.Exception: Перед Drop должен быть Dra,1,1
pro,Выполнение действия CSharp OwnCode: Загрузим на сервер. id: <id> группы действий id: <id> [Строка: 9; Cтолбец: 0] Файл не найден: Скриншоты\,1,1
pro,Подпроект humanEmulation. Выполнение действия Emulation id: <id> группы действий id: <id> подпроект path: C:\soft\ZennoPoster\Accounts\human,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://yandex.ru/search/?text=1win+вакансии&clid=<n>&lr",1,1
pro,Выполнение действия Random id: <id> группы действий id: <id> No such variable: t | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableEx,1,1
pro,Подпроект reg_yandex. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Documents\Zennoposte,1,1
pro,Подпроект readability_example. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Documents\Z,1,1
pro,Подпроект yandex_search_get_content. Парсинг страницы действия id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Docu,1,1
pro,Выполнение действия CSharp OwnCode: Exc. id: <id> группы действий id: <id> [Строка: 1; Cтолбец: 0] Кончились ссылки | System.Exception: Конч,1,1
pro,Выполнение действия CSharp OwnCode: Заполнение аватарки. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 0] Не нашел аватар | Syste,1,1
pro,Выполнение действия CSharp OwnCode: Восстановление из БЕКАПА. id: <id> группы действий id: <id> [Строка: 19; Cтолбец: 0] ❌ Бэкап не найден: ,1,1
pro,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Не найдены cookies для загрузки. | System.Exception: Не найдены coo,1,1
pro,Выполнение действия CSharp OwnCode: Skip. id: <id> группы действий id: <id> [Строка: 82; Cтолбец: 4] Ошибка клика по Skip | System.Exception,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://grok.com/imagine, Regex: Type\s+to\s+imagine",1,1
pro,Выполнение действия List id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс на,1,1
pro,Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeExcepti,1,1
pro,Выполнение действия TextProcessing id: <id> группы действий id: <id> Ошибка при обработке текста,1,1
pro,Выполнение действия TextProcessing id: <id> группы действий id: <id> No such variable: https:\/\/account | ZennoLab.TemplateManipulator.V4.H,1,1
